N° de la ligne,N° de station,Nom de station
63 Retour,6,BORJE LOUZIR2
63 Retour,7,BORJE LOUZIR
63 Retour,8,CITÉ ENNOZHA
63 Retour,9,LES ABATTOIRS
63 Retour,10,FOYER ARIANA
63 Retour,11,PLACE SALA CENTRE
63 Retour,12,LA POSTE
63 Retour,13,LYCEE ARIANA
63 Retour,14,TOUTA 10 DECEMBRE
63 Retour,15,10 DECEMBRE
63 Retour,16,CITÉ SPORTIVE
63 Retour,17,PHARMACIE CENTRAL
63 Retour,18,MINISTÉRE DE L' ÉQUIPEMENT
63 Retour,19,CITE MAHRAJENE
63 Retour,20,PATISSERIE BEN YEDER
63 Retour,21,PLACE PASTEUR
63 Retour,22,PLACE JEANS DARK ALLER
63 Retour,23,LA FAYETTE ALLER
63 Retour,24,PASSAGE JEANS JAURES ALLER
63 Retour,25,JARDIN THAMEUR
14A,1,ALI BALAHOUAN
14A,2,SIDI ALOUI
14A,3,BAB SADOUN
14A,4,GARE ROUTIÉRE NORD RETOUR
14A,5,FOYER BARDO 1 ALLER
14A,6,FOYER BARDO 2 ALLER
14A,7,CENTER DE FORMATION RAS TABIA ALLER
14A,8,RÉSIDENCE YESMINE ALLER
14A,9,ETTAHRIR SUPÉRIEUR
14A,10,OMRANE SUPÉRIEUR ALLER
14A Retour,1,OMRANE SUPÉRIEUR ALLER
14A Retour,2,ETTAHRIR SUPÉRIEUR
14A Retour,3,RÉSIDENCE YESMINE ALLER
14A Retour,4,CENTER DE FORMATION RAS TABIA ALLER
14A Retour,5,FOYER BARDO 2 ALLER
14A Retour,6,FOYER BARDO 1 ALLER
14A Retour,7,GARE ROUTIÉRE NORD RETOUR
14A Retour,8,BAB SADOUN
14A Retour,9,SIDI ALOUI
14A Retour,10,ALI BALAHOUAN
64,1,ALI BALAHOUAN
64,2,SIDI ALOUI
64,3,GARE ROUTIÉRE NORD ALLER
64,4,BAB SADOUN
64,5,FOYER BARDO 1 ALLER
64,6,FOYER BARDO 2 ALLER
64,7,CENTER DE FORMATION RAS TABIA ALLER
64,8,ARRET GAMOUDI ROUTE X
64,9,CITE ETAHRIR AOUINA
64,10,CITE KSAIR SAID
64,11,SONED
64,12,TERMINUS 64/30
64 Retour,1,TERMINUS 64/30
64 Retour,2,SONED
64 Retour,3,CITE KSAIR SAID
64 Retour,4,CITE ETAHRIR AOUINA
64 Retour,5,ARRET GAMOUDI ROUTE X
64 Retour,6,CENTER DE FORMATION RAS TABIA ALLER
64 Retour,7,FOYER BARDO 2 ALLER
64 Retour,8,FOYER BARDO 1 ALLER
64 Retour,9,GARE ROUTIÉRE NORD RETOUR
64 Retour,10,BAB SADOUN
64 Retour,11,SIDI ALOUI
64 Retour,12,ALI BALAHOUAN
635,1,TERMINUS TUNIS MARINE BUS
635,2,CHARGUIA1
635,3,FOIRE LA CHARGUIA
635,4,DEPOT CHARGUIA
635,5,ONAS
635,6,FRETTE
635,7,AÉROPORT PÉLERINS
635,8,AÉROPORT CARTHAGE
635,9,CENTRE DE TRI POSTAL
635,10,CHARGUIA 2
635,11,LES ABATTOIRS
635,12,PLACE SALA CENTRE
635 Retour,1,PLACE SALA CENTRE
635 Retour,2,LES ABATTOIRS
635 Retour,3,CHARGUIA 2
635 Retour,4,CENTRE DE TRI POSTAL
635 Retour,5,AÉROPORT CARTHAGE
635 Retour,6,AÉROPORT PÉLERINS
635 Retour,7,FRETTE
635 Retour,8,ONAS
635 Retour,9,DEPOT CHARGUIA
635 Retour,10,TERMINUS TUNIS MARINE BUS
635A,1,TERMINUS TUNIS MARINE BUS
635A,2,CHARGUIA1
635A,3,FOIRE LA CHARGUIA
635A,4,DEPOT CHARGUIA
635A Retour,1,DEPOT CHARGUIA
635A Retour,2,TERMINUS TUNIS MARINE BUS
35,1,TERMINUS TUNIS MARINE BUS
35,2,CHARGUIA1
35,3,FOIRE LA CHARGUIA
35,4,DEPOT CHARGUIA
35,5,BOUSBIAA
35,6,INSTITUT NATIONAL DES SCIENCES APPLIQUÉES ET DE TECHNOLOGIE (I.N.S.A.T)
35,7,EL FELL
35,8,10 DECEMBRE
35,9,RABATTEMENT 10 DECEMBRE
24F,1,RABATTEMENT MOUROUJ 2
24F,2,LE SOUK DES VOITURES
24F,3,FERAILLE 1
24F,4,FERAILLE 2
24F,5,FERME LOUKIL
24F,6,ZONE INDUSTRIELLE
24F,7,AMEN BANQUE
24F,8,PROTECTION CIVILE
24F,9,GARDE NATIONAL Z.I MGHIRA
24F,10,PROMED TECH
24F,11,CENTRE DE FORMATION MGHIRA-ALLER
24F,12,CITÉ EL OUIFAK
24F,13,CITÉ EL OUIFAK 2
24F,14,CITÉ EL AMAL
24F Retour,1,CITÉ EL AMAL
24F Retour,2,CITÉ EL OUIFAK 2
24F Retour,3,CITÉ EL OUIFAK
24F Retour,4,ABATTOIR-RETOUR
24F Retour,5,CENTRE DE FORMATION MGHIRA-RETOUR
24F Retour,6,CITROEN
24F Retour,7,GARDE NATIONAL Z.I MGHIRA
24F Retour,8,PROTECTION CIVILE
24F Retour,9,AMEN BANQUE
24F Retour,10,ZONE INDUSTRIELLE
24F Retour,11,FERME LOUKIL
24F Retour,12,FERAILLE 2
24F Retour,13,FERAILLE 1
24F Retour,14,LE SOUK DES VOITURES
24F Retour,15,RABATTEMENT MOUROUJ 2
39,1,LYCÉE EZZAHRA (SECTION)
39,2,SOCIÉTÉ DE CHAUSSETTES
39,3,STEG
39,4,KIOSQUE TOTAL
39,5,CITÉ 18 JANVIER TERMINUS 39
39,6,BORJ LOUZIR (BEN AROUS)
39,7,ELOULIJA
39,8,NOUBOU
39,9,BIR ETTARRAZ
39,10,AVENUE DE LA RÉPUBLIQUE 2
39,11,AVENUE DE LA RÉPUBLIQUE 1
39,12,PTT RADES
39,13,CENTRE RADES
39,14,MONGIL
39,15,LYCÉE TECHNIQUE RADES
39,16,STADE MUNICIPALE
39,17,IMMEUBLE RADES FORET
39,18,IMMEUBLE RADES FORET 1
39,19,"TERMINUS RADES FORET 19D , 39"
39 Retour,1,"TERMINUS RADES FORET 19D , 39"
39 Retour,2,IMMEUBLE RADES FORET 1
39 Retour,3,IMMEUBLE RADES FORET
39 Retour,4,STADE MUNICIPALE
39 Retour,5,LYCÉE TECHNIQUE RADES
39 Retour,6,MONGIL
39 Retour,7,CENTRE RADES
39 Retour,8,PTT RADES
39 Retour,9,AVENUE DE LA RÉPUBLIQUE 1
39 Retour,10,AVENUE DE LA RÉPUBLIQUE 2
39 Retour,11,BIR ETTARRAZ
39 Retour,12,NOUBOU
39 Retour,13,ELOULIJA
39 Retour,14,BORJ LOUZIR (BEN AROUS)
39 Retour,15,CITÉ 18 JANVIER TERMINUS 39
39 Retour,16,KIOSQUE TOTAL
39 Retour,17,STEG
39 Retour,18,SOCIÉTÉ DE CHAUSSETTES
39 Retour,19,LYCÉE EZZAHRA (SECTION)
17A,1,MÉDINA JEDIDA
17A,2,MOSQUÉE MEDINA JEDIDA
17A,3,CHOUCHET RADES
17A,4,IMPRIMERIE OFFICIELLE
17A,5,STADE MUNICIPALE
17A,6,LYCÉE TECHNIQUE RADES
17A,7,MONGIL
17A,8,CENTRE RADES
17A,9,PTT RADES
17A,10,AVENUE DE LA RÉPUBLIQUE 1
17A,11,AVENUE DE LA RÉPUBLIQUE 2
17A,12,SOUK RADES
17A,13,VILLAGE D'ENFANTS
17A,14,CASINO RADÉS
17A,15,LES BUNGALOWS
17A,16,RADES PLAGE 1
17A,17,RADES PLAGE 2
17A,18,LAC DE RADES
17A,19,LES SALINES
17A,20,STEG RADES
17A,21,KOCHBATI
17A,22,NORD GAZ
17A,23,AV HÉDI NOUIRA
17A,24,MC 33
17A,25,PORT LA GOULETTE
17A Retour,1,PORT LA GOULETTE
17A Retour,2,MC 33
17A Retour,3,AV HÉDI NOUIRA
17A Retour,4,NORD GAZ
17A Retour,5,KOCHBATI
17A Retour,6,STEG RADES
17A Retour,7,LES SALINES
17A Retour,8,LAC DE RADES
17A Retour,9,RADES PLAGE 2
17A Retour,10,RADES PLAGE 1
17A Retour,11,LES BUNGALOWS
17A Retour,12,CASINO RADÉS
17A Retour,13,VILLAGE D'ENFANTS
17A Retour,14,SOUK RADES
17A Retour,15,AVENUE DE LA RÉPUBLIQUE 2
17A Retour,16,AVENUE DE LA RÉPUBLIQUE 1
17A Retour,17,PTT RADES
17A Retour,18,CENTRE RADES
17A Retour,19,MONGIL
17A Retour,20,LYCÉE TECHNIQUE RADES
17A Retour,21,STADE MUNICIPALE
17A Retour,22,IMPRIMERIE OFFICIELLE
17A Retour,23,CHOUCHET RADES
17A Retour,24,MOSQUÉE MEDINA JEDIDA
17A Retour,25,MÉDINA JEDIDA
19,1,STATION BARCELONE
19,2,DUBOSVILLE
19,3,CENTRE DE COORDINATION OUARDIA
19,4,EL AFRANE
19,5,DJEBEL JELLOUD GP1
19,6,GARE DJEBEL JELLOUD
19,7,STOA
19,8,LYCÉE MÉGRINE RIADH
19,9,BISCUITS SAIDA
19,10,CITÉ COMMERCIALE
19,11,SILOS MÉGRINE COTEAUX
19,12,JARDIN D'ENFANTS
19,13,GARE SIDI REZIG
19,14,AV RÉPUBLIQUE 1
19,15,PARC MUNICIPAL
19,16,SALLE DE SPORT
19,17,STADE MEGRINE COTEAUX
19,18,AV RÉPUBLIQUE 2
19,19,AV RÉPUBLIQUE 3
19,20,TERMINUS M-COTEAUX
19 Retour,1,TERMINUS M-COTEAUX
19 Retour,2,AV RÉPUBLIQUE 3
19 Retour,3,AV RÉPUBLIQUE 2
19 Retour,4,STADE MEGRINE COTEAUX
19 Retour,5,SALLE DE SPORT
19 Retour,6,PARC MUNICIPAL
19 Retour,7,AV RÉPUBLIQUE 1
19 Retour,8,GARE SIDI REZIG
19 Retour,9,JARDIN D'ENFANTS
19 Retour,10,SILOS MÉGRINE COTEAUX
19 Retour,11,CITÉ COMMERCIALE
19 Retour,12,BISCUITS SAIDA
19 Retour,13,LYCÉE MÉGRINE RIADH
19 Retour,14,STOA
19 Retour,15,GARE DJEBEL JELLOUD
19 Retour,16,DJEBEL JELLOUD GP1
19 Retour,17,EL AFRANE
19 Retour,18,CENTRE DE COORDINATION OUARDIA
19 Retour,19,DUBOSVILLE
19 Retour,20,BAB ALIOUA GP1
19 Retour,21,AVENUE DE LA GARE
19 Retour,22,STATION BARCELONE
19C/,1,STATION BARCELONE
19C/,2,DUBOSVILLE
19C/,3,CENTRE DE COORDINATION OUARDIA
19C/,4,EL AFRANE
19C/,5,DJEBEL JELLOUD GP1
19C/,6,GARE DJEBEL JELLOUD
19C/,7,STOA
19C/,8,SOFOMECA
19C/,9,CNSS
19C/,10,CENTRE DE FORMATION SNT
19C/,11,LUSTRERIES
19C/,12,GOUVERNORAT DE BEN AROUS
19C/,13,CITE SPROLS
19C/,14,MOSQUÉE MEDINA JEDIDA
19C/,15,MÉDINA JEDIDA
19C/ Retour,1,MÉDINA JEDIDA
19C/ Retour,2,MOSQUÉE MEDINA JEDIDA
19C/ Retour,3,GOUVERNORAT DE BEN AROUS
19C/ Retour,4,LUSTRERIES
19C/ Retour,5,CENTRE DE FORMATION SNT
19C/ Retour,6,CNSS
19C/ Retour,7,SOFOMECA
19C/ Retour,8,STOA
19C/ Retour,9,GARE DJEBEL JELLOUD
19C/ Retour,10,DJEBEL JELLOUD GP1
19C/ Retour,11,EL AFRANE
19C/ Retour,12,CENTRE DE COORDINATION OUARDIA
19C/ Retour,13,DUBOSVILLE
19C/ Retour,14,BAB ALIOUA GP1
19C/ Retour,15,AVENUE DE LA GARE
19C/ Retour,16,STATION BARCELONE
42,1,ALI BALAHOUAN
42,2,SIDI ALOUI
42,3,IMMEUBLE CHEFIA
42,4,BOUCHOUCHA-ALLER
42,5,20 MARS ALLER
42,6,BARDO-ALLER
42,7,CHEBBI ALLER
42,8,BORTAL ALLER
42,9,CHAMP DE COURSE KSAR SAID ALLER
42,10,INEPS
42,11,BOUDREYA
42,12,GAALOUL
42,13,INOPLAST
42,14,SECTION MANOUBA
42,15,CASERNE OUED ELIL 1
42,16,CASERNE OUED ELIL 2
42,17,CITE MILITAIRE
42,18,MOEZEYA
42,19,GARDE NATIONAL OUED ELLIL
42,20,MOSQUÉE OUED ELLIL
42,21,CHOCO TOM
42,22,CITE EL BOSTANE
42,23,ECOLE PRIMAIRE
42,24,BEJAWA 2
42,25,POMPAGE
42,26,ERRIADH
42,27,ZONE F
42,28,SAIDA
42,29,OUED CHAFROU
42,30,STIL
42,31,SIDI TALEB
42,32,CITE ENAJET1
42,33,SOUASSI
42,34,CITÉ OMDA
42,35,MOSQUÉE BEN SASSI
42,36,ZEHRA 1
42,37,ZEHRA 2
42,38,CITÉ NEJIBA
42,39,MAASRA
42,40,EL HATHERMINE
42,41,CITÉ BEN GHENIA
42,42,EL BATTAN
42,43,CITE ERRIMEL
42,44,PISCINE
42,45,TERMINUS TEBOURBA
42 Retour,1,TERMINUS TEBOURBA
43 Retour,2,PISCINE
44 Retour,3,CITE ERRIMEL
45 Retour,4,EL BATTAN
46 Retour,5,CITÉ BEN GHENIA
47 Retour,6,EL HATHERMINE
48 Retour,7,MAASRA
49 Retour,8,CITÉ NEJIBA
50 Retour,9,ZEHRA 2
51 Retour,10,ZEHRA 1
52 Retour,11,MOSQUÉE BEN SASSI
53 Retour,12,CITÉ OMDA
54 Retour,13,SOUASSI
55 Retour,14,CITE ENAJET1
56 Retour,15,SIDI TALEB
57 Retour,16,STIL
58 Retour,17,OUED CHAFROU
59 Retour,18,SAIDA
60 Retour,19,ZONE F
61 Retour,20,ERRIADH
62 Retour,21,POMPAGE
63 Retour,22,BEJAWA 2
64 Retour,23,ECOLE PRIMAIRE
65 Retour,24,CITE EL BOSTANE
66 Retour,25,CHOCO TOM
67 Retour,26,MOSQUÉE OUED ELLIL
68 Retour,27,GARDE NATIONAL OUED ELLIL
69 Retour,28,MOEZEYA
70 Retour,29,CITE MILITAIRE
71 Retour,30,CASERNE OUED ELIL 2
72 Retour,31,CASERNE OUED ELIL 1
73 Retour,32,SECTION MANOUBA
74 Retour,33,INOPLAST
75 Retour,34,GAALOUL
76 Retour,35,BOUDREYA
77 Retour,36,INEPS
78 Retour,37,CHAMP DE COURSE KSAR SAID RETOUR
79 Retour,38,BORTAL RETOUR
80 Retour,39,CHEBBI RETOUR
81 Retour,40,RELAIS BARDO
82 Retour,41,20 MARS RETOUR
83 Retour,42,BOUCHOUCHA-RETOUR
84 Retour,43,IMMEUBLE CHEFIA
85 Retour,44,BAB SAADOUN RETOUR
86 Retour,45,BAB ABDESLEM-RETOUR
87 Retour,46,BAB LAASSAL
88 Retour,47,ALI BALAHOUAN
57A,1,INTILAKA
57A,2,LYCEE CITE ERRAFEHA
57A,3,CITÉ ERRAFEHA
57A,4,MNIHLA
57A,5,KIOSQUE
57A,6,BORJ JEBBES
57A,7,CAFÉ MARAYA
57A,8,SANHEJI
57A,9,BEN ARFA
57A,10,SIDI MAROUEN
57A,11,GEANT
57A,12,GUICHET GÉANT
57A,13,ARRÉT BRICORAMA
57A Retour,1,ARRÉT BRICORAMA
57A Retour,2,GUICHET GÉANT
57A Retour,3,GEANT
57A Retour,4,SIDI MAROUEN
57A Retour,5,BEN ARFA
57A Retour,6,SANHEJI
57A Retour,7,CAFÉ MARAYA
57A Retour,8,BORJ JEBBES
57A Retour,9,KIOSQUE
57A Retour,10,MNIHLA
57A Retour,11,CITÉ ERRAFEHA
57A Retour,12,LYCEE CITE ERRAFEHA
57A Retour,13,INTILAKA
42B,1,RABATTEMENT KHAIREDDINE MANNOUBA
42B,2,CROISEMENT SANHAJA
42B,3,COOPÉRATIVE CENTRAL
42B,4,CITÉ TORJMEN
42B,5,DOUAR EL BEY
42B,6,POMPAGE
42B,7,ERRIADH
42B,8,ZONE F
42B,9,SAIDA
42B,10,OUED CHAFROU
42B,11,STIL
42B,12,SIDI TALEB
42B,13,CITE ENAJET1
42B,14,SOUASSI
42B,15,CITÉ OMDA
42B,16,MOSQUÉE BEN SASSI
42B,17,ZEHRA 1
42B,18,ZEHRA 2
42B,19,CITÉ NEJIBA
42B,20,MAASRA
42B,21,EL HATHERMINE
42B,22,CITÉ BEN GHENIA
42B,23,EL BATTAN
42B,24,MOSQUÉE EL EL BATTAN
42B,25,ESLAIAA
42B,26,NUMÉRO 7
42B,27,BEN DHEFALLAH
42B,28,ZOUITINA
42B Retour,1,ZOUITINA
42B Retour,2,BEN DHEFALLAH
42B Retour,3,NUMÉRO 7
42B Retour,4,ESLAIAA
42B Retour,5,MOSQUÉE EL EL BATTAN
42B Retour,6,EL BATTAN
42B Retour,7,CITÉ BEN GHENIA
42B Retour,8,EL HATHERMINE
42B Retour,9,MAASRA
42B Retour,10,CITÉ NEJIBA
42B Retour,11,ZEHRA 2
42B Retour,12,ZEHRA 1
42B Retour,13,MOSQUÉE BEN SASSI
42B Retour,14,CITÉ OMDA
42B Retour,15,SOUASSI
42B Retour,16,CITE ENAJET1
42B Retour,17,SIDI TALEB
42B Retour,18,STIL
42B Retour,19,OUED CHAFROU
42B Retour,20,SAIDA
42B Retour,21,ZONE F
42B Retour,22,ERRIADH
42B Retour,23,POMPAGE
42B Retour,24,DOUAR EL BEY
42B Retour,25,CITÉ TORJMEN
42B Retour,26,COOPÉRATIVE CENTRAL
42B Retour,27,CROISEMENT SANHAJA
42B Retour,28,RABATTEMENT KHAIREDDINE MANNOUBA
97,1,RABATTEMENT KHAIREDDINE MANNOUBA
97,2,CROISEMENT SANHAJA
97,3,COOPÉRATIVE CENTRAL
97,4,CITÉ TORJMEN
97,5,DOUAR EL BEY
97,6,POMPAGE
97,7,ERRIADH
97,8,ZONE F
97,9,SAIDA
97,10,MOSQUÉE SAIDA
97,11,CANAL MAJERDA
97,12,CITÉ ENNASSIM
97 Retour,1,CITÉ ENNASSIM
97 Retour,2,CANAL MAJERDA
97 Retour,3,MOSQUÉE SAIDA
97 Retour,4,SAIDA
97 Retour,5,ZONE F
97 Retour,6,ERRIADH
97 Retour,7,POMPAGE
97 Retour,8,DOUAR EL BEY
97 Retour,9,CITÉ TORJMEN
97 Retour,10,COOPÉRATIVE CENTRAL
97 Retour,11,CROISEMENT SANHAJA
97 Retour,12,RABATTEMENT KHAIREDDINE MANNOUBA
116,1,BAB ALIOUA
116,2,HOPITAL HABIB THAMEUR
116,3,ARRET ESSAYDA ALLER
116,4,GORJANI ALLER
116,5,MOSQUÉE AL HAWA ALLER
116,6,FACULTE 9 AVRIL ALLER
116,7,DARGHOUTH BACHA ALLER
116,8,UNIVERSITÉ IBN CHARAF ALLER
116,9,RABTA
116,10,LA RABTA-ALLER
116,11,CITE ERRAOUDHA ALLER
116,12,CASERNE BOUCHOUCHA ALLER
116,13,BOUCHOUCHA - BARDO ALLER
116,14,CNAM-BARDO ALLER
116,15,BARDO
116,16,CHEBBI ALLER
116,17,BORTAL ALLER
116,18,CHAMP DE COURSE KSAR SAID ALLER
116,19,INEPS
116,20,BOUDREYA
116,21,GAALOUL
116,22,INOPLAST
116,23,SECTION MANOUBA
116,24,CASERNE OUED ELIL 1
116,25,CASERNE OUED ELIL 2
116,26,CITE MILITAIRE
116,27,MOEZEYA
116,28,GARDE NATIONAL OUED ELLIL
116,29,MOSQUÉE OUED ELLIL
116,30,CHOCO TOM
116,31,CITE EL BOSTANE
116,32,ECOLE PRIMAIRE
116,33,POMPAGE
116,34,ERRIADH
116,35,ZONE F
116,36,SAIDA
116,37,OUED CHAFROU
116,38,STIL
116,39,SIDI TALEB 16D
116,40,STADE DJEDAIDA
116,41,CITÉ RTT
116,42,DJEDAIDA GARE ALLER
116,43,HAMMED
116,44,ECOLE HAMMED
116,45,NOUVELLE HAMMED
116,46,DHNIBA
116,47,PARC MAYANA
116,48,DEPOT TEBOURBA
116,49,GARDE NATIONALE TEBOURBA
116,50,STEG TEBOURBA
116 Retour,1,STEG TEBOURBA
116 Retour,2,GARDE NATIONALE TEBOURBA
116 Retour,3,DEPOT TEBOURBA
116 Retour,4,PARC MAYANA
116 Retour,5,DHNIBA
116 Retour,6,NOUVELLE HAMMED
116 Retour,7,ECOLE HAMMED
116 Retour,8,HAMMED
116 Retour,9,DJEDAIDA GARE RETOUR
116 Retour,10,CITÉ RTT
116 Retour,11,STADE DJEDAIDA
116 Retour,12,SIDI TALEB 16D
116 Retour,13,STIL
116 Retour,14,OUED CHAFROU
116 Retour,15,SAIDA
116 Retour,16,ZONE F
116 Retour,17,ERRIADH
116 Retour,18,POMPAGE
116 Retour,19,ECOLE PRIMAIRE
116 Retour,20,CITE EL BOSTANE
116 Retour,21,CHOCO TOM
116 Retour,22,MOSQUÉE OUED ELLIL
116 Retour,23,GARDE NATIONAL OUED ELLIL
116 Retour,24,MOEZEYA
116 Retour,25,CITE MILITAIRE
116 Retour,26,CASERNE OUED ELIL 2
116 Retour,27,CASERNE OUED ELIL 1
116 Retour,28,SECTION MANOUBA
116 Retour,29,INOPLAST
116 Retour,30,GAALOUL
116 Retour,31,BOUDREYA
116 Retour,32,INEPS
116 Retour,33,CHAMP DE COURSE KSAR SAID RETOUR
116 Retour,34,BORTAL RETOUR
116 Retour,35,CHEBBI RETOUR
116 Retour,36,BARDO
116 Retour,37,CNAM-BARDO RETOUR
116 Retour,38,BOUCHOUCHA - BARDO RETOUR
116 Retour,39,CASERNE BOUCHOUCHA RETOUR
116 Retour,40,CITE ERRAOUDHA RETOUR
116 Retour,41,LA RABTA-RETOUR
116 Retour,42,RABTA
116 Retour,43,UNIVERSITÉ IBN CHARAF RETOUR
116 Retour,44,DARGHOUTH BACHA RETOUR
116 Retour,45,FACULTE 9 AVRIL RETOUR
116 Retour,46,MOSQUÉE AL HAWA RETOUR
116 Retour,47,GORJANI RETOUR
116 Retour,48,ESSAYDA RETOUR
116 Retour,49,HOPITAL HABIB THAMEUR
116 Retour,50,BAB ALIOUA
98,1,RABATTEMENT KHAIREDDINE MANNOUBA
98,2,CROISEMENT SANHAJA
98,3,COOPÉRATIVE CENTRAL
98,4,CITÉ TORJMEN
98,5,DOUAR EL BEY
98,6,POMPAGE
98,7,ERRIADH
98,8,ZONE F
98,9,SAIDA
98,10,OUED CHAFROU
98,11,STIL
98,12,SIDI TALEB 16D
98,13,STADE DJEDAIDA
98,14,CITÉ RTT
98,15,DJEDAIDA NOUVELLE
98,16,BRIMO
98,17,CITÉ ESSALEM
98,18,LYCÉE CHAOUAT
98,19,ROUTE CHAOUAT 1
98,20,CHAOUAT SECTION
98,21,KIOSQUE AGIL JALLOU
98,22,JALLOU
98,23,CAFÉ JALLOU TERMINUS
98 Retour,1,CAFÉ JALLOU TERMINUS
98 Retour,2,JALLOU
98 Retour,3,KIOSQUE AGIL JALLOU
98 Retour,4,CHAOUAT SECTION
98 Retour,5,ROUTE CHAOUAT 1
98 Retour,6,LYCÉE CHAOUAT
98 Retour,7,CITÉ ESSALEM
98 Retour,8,BRIMO
98 Retour,9,EJDAIDA NOUVELLE
98 Retour,10,CITÉ RTT
98 Retour,11,STADE EJDAIDA
98 Retour,12,SIDI TALEB 16D
98 Retour,13,STIL
98 Retour,14,OUED CHAFROU
98 Retour,15,SAIDA
98 Retour,16,ZONE F
98 Retour,17,ERRIADH
98 Retour,18,POMPAGE
98 Retour,19,DOUAR EL BEY
98 Retour,20,CITÉ TORJMEN
98 Retour,21,COOPÉRATIVE CENTRAL
98 Retour,22,CROISEMENT SANHAJA
98 Retour,23,RABATTEMENT KHAIREDDINE MANNOUBA
45B,1,TERMINUS TEBOURBA
45B,2,STEG TEBOURBA 45B
45B,3,BIR ZITOUN
45B,4,CITÉ ELBRAG
45B,5,CITÉ BOUSABAA
45B,6,GOMERYEN
45B,7,GOMERYEN 2
45B,8,SIDI SALEM
45B,9,CANAL
45B,10,FRIGO
45B,11,CANAL 3
45B,12,ROUTE CHAOUAT
45B,13,MANZEL SHAL
45B,14,MAAFRINE
45B Retour,1,MAAFRINE
45B Retour,2,MANZEL SHAL
45B Retour,3,ROUTE CHAOUAT
45B Retour,4,CANAL 3
45B Retour,5,FRIGO
45B Retour,6,CANAL
45B Retour,7,SIDI SALEM
45B Retour,8,GOMERYEN 2
45B Retour,9,GOMERYEN
45B Retour,10,CITÉ BOUSABAA
45B Retour,11,CITÉ ELBRAG
45B Retour,12,BIR ZITOUN
45B Retour,13,STEG TEBOURBA 45B
45B Retour,14,TERMINUS TEBOURBA
46,1,TERMINUS TEBOURBA
46,2,CITÉ ERRAJET
46,3,LYCÉE TECHNIQUE L'ANGALINA
46,4,BORJE ETTOUTA
46,5,SOCIÉTÉ DE FROMAGE
46,6,EZENGA
46,7,ELAROUSSIA1
46,8,AROUSSIA EL BARRAGE
46,9,ELMOATMED
46,10,ERRAYES
46,11,TONGARE
46,12,CITÉ ELBJAOUI
46,13,OUED EDHALEME
46,14,PASSAGE TKAYA
46,15,ELMELASSINE
46,16,BORJE ETTOUMI
46,17,EL HAKIME
46,18,EWLED BELAID
46,19,DAR ELBIDHA
46,20,EL HRACHNIA
46 Retour,1,EL HRACHNIA
46 Retour,2,DAR ELBIDHA
46 Retour,3,EWLED BELAID
46 Retour,4,EL HAKIME
46 Retour,5,BORJE ETTOUMI
46 Retour,6,ELMELASSINE
46 Retour,7,PASSAGE TKAYA
46 Retour,8,OUED EDHALEME
46 Retour,9,CITÉ ELBJAOUI
46 Retour,10,TONGARE
46 Retour,11,ERRAYES
46 Retour,12,ELMOATMED
46 Retour,13,AROUSSIA EL BARRAGE
46 Retour,14,ELAROUSSIA1
46 Retour,15,EZENGA
46 Retour,16,SOCIÉTÉ DE FROMAGE
46 Retour,17,BORJE ETTOUTA
46 Retour,18,LYCÉE TECHNIQUE L'ANGALINA
46 Retour,19,CITÉ ERRAJET
46 Retour,20,TERMINUS TEBOURBA
81A,1,AV EL BORHENE
81A,2,CITÉ AFH
81A,3,JARDIN D'ENFANTS MOUROUJ 5
81A,4,CITÉ EL FAOUEZ
81A,5,14-Jan
81A,6,CENTRE CHALLAKH EL MOUROUJ 4
81A,7,CROISEMENT MOUROUJ 3
81A,8,STEG MOUROUJ4
81A,9,LYCÉE MOUROUJ6
81A Retour,1,LYCÉE MOUROUJ6
81A Retour,2,STEG MOUROUJ4
81A Retour,3,CROISEMENT MOUROUJ 3
81A Retour,4,CENTRE CHALLAKH EL MOUROUJ 4
81A Retour,5,14-Jan
81A Retour,6,CITÉ EL FAOUEZ
81A Retour,7,JARDIN D'ENFANTS MOUROUJ 5
81A Retour,8,CITÉ AFH
81A Retour,9,AV EL BORHENE
81B,1,CENTRE CHALLAKH EL MOUROUJ 4
81B,2,14-Jan
81B,3,CITÉ EL FAOUEZ
81B,4,JARDIN D'ENFANTS MOUROUJ 5
81B,5,CITÉ AFH
81B,6,AV EL BORHENE
81B Retour,1,AV EL BORHENE
81B Retour,2,CITÉ AFH
81B Retour,3,JARDIN D'ENFANTS MOUROUJ 5
81B Retour,4,CITÉ EL FAOUEZ
81B Retour,5,14-Jan
81B Retour,6,CENTRE CHALLAKH EL MOUROUJ 4
45,1,TERMINUS TEBOURBA
45,2,CITÉ ERRAJET
45,3,LYCÉE TECHNIQUE TEBOURBA
45,4,HOPITAL TEBOURBA
45,5,FRIGO
45,6,ROUTE CHOUIGUI
45,7,ENTREE CHOUIGUI
45,8,TERMINUS CHOUIGUI
45 Retour,1,TERMINUS CHOUIGUI
45 Retour,2,E.P TEBOURBA
45 Retour,3,ENTREE CHOUIGUI
45 Retour,4,ROUTE CHOUIGUI
45 Retour,5,FRIGO
45 Retour,6,HOPITAL TEBOURBA
45 Retour,7,LYCÉE TECHNIQUE TEBOURBA
45 Retour,8,CITÉ ERRAJET
45 Retour,9,TERMINUS TEBOURBA
66,1,TERMINUS TEBOURBA
66,2,CITÉ ERRAJET
