N° de la ligne,N° de station,Nom de station
25,2,DUBOSVILLE
25,3,CENTRE DE COORDINATION OUARDIA
25,4,EL AFRANE
25,5,DJEBEL JELLOUD
25,6,PROTECTION CIVILE
25,7,SIDI FATHALLAH1
25,8,SIDI FATHALLAH2
25,9,SONED
25,10,KIOSQUE MOBIL BEN AROUS
25,11,CENTRE BEN AROUS
25,12,MUNICIPALITÉ BEN AROUS
25,13,CENTRE DES HANDICAPÉS
25,14,CELLULOSE (SILOS)
25,15,INSTITUT ENNOUR
25,16,COLLÉGE MOUROUJ 3
25,17,IMPRIMERIE BOUSLAMA
25,18,DEPOT BIR EL KASSAA
25,19,MOUROUJ 3
25,20,STEG NASSEN
25,21,CITÉ BELLILE
25,22,NAASSEN 1
25,23,NAASSEN 2
25,24,CITÉ MEKKI
25,25,FERME AMOR TOUIL
25,26,CITÉ BOUNAOUARA
25,27,DOUAR HOUCH
25,28,TEXTILE
25,29,CAFÉ REBAI
25,30,HUILERIE SADIRA
25,31,FERME VIGNOBLE
25,32,OUED MELIANE
25,33,CITÉ BRAIEK
25,34,KHLÉDIA GARE
25,35,KHLÉDIA
25,36,FERME EJERBI
25,37,GAZDALLI
25,38,BARROUTA
25,39,ENTRÉE FERCH ANNABI 1
25,40,FERCH ANNABI (TERMINUS)
25 RETOUR,1,FERCH ANNABI (TERMINUS)
25 RETOUR,2,ENTRÉE FERCH ANNABI 1
25 RETOUR,3,BARROUTA
25 RETOUR,4,GAZDALLI
25 RETOUR,5,FERME EJERBI
25 RETOUR,6,KHLÉDIA
25 RETOUR,7,KHLÉDIA GARE
25 RETOUR,8,CITÉ BRAIEK
25 RETOUR,9,OUED MELIANE
25 RETOUR,10,FERME VIGNOBLE
25 RETOUR,11,HUILERIE SADIRA
25 RETOUR,12,CAFÉ REBAI
25 RETOUR,13,TEXTILE
25 RETOUR,14,DOUAR HOUCH
25 RETOUR,15,CITÉ BOUNAOUARA
25 RETOUR,16,FERME AMOR TOUIL
25 RETOUR,17,CITÉ MEKKI
25 RETOUR,18,NAASSEN 2
25 RETOUR,19,NAASSEN 1
25 RETOUR,20,CITÉ BELLILE
25 RETOUR,21,STEG NASSEN
25 RETOUR,22,MOUROUJ 3
25 RETOUR,23,CROISEMENT MARCHÉ DE GROS
25 RETOUR,24,DEPOT BIR EL KASSAA
25 RETOUR,25,IMPRIMERIE BOUSLAMA
25 RETOUR,26,COLLÉGE MOUROUJ 3
25 RETOUR,27,INSTITUT ENNOUR
25 RETOUR,28,CELLULOSE (SILOS)
25 RETOUR,29,CENTRE DES HANDICAPÉS
25 RETOUR,30,ARRÉT JARDIN D'ENFANTS
25 RETOUR,31,CENTRE BEN AROUS
25 RETOUR,32,BNA BEN AROUS
25 RETOUR,33,KIOSQUE MOBIL BEN AROUS
25 RETOUR,34,SONED
25 RETOUR,35,SIDI FATHALLAH1
25 RETOUR,36,PROTECTION CIVILE
25 RETOUR,37,DJEBEL JELLOUD
25 RETOUR,38,EL AFRANE
25 RETOUR,39,CENTRE DE COORDINATION OUARDIA
25 RETOUR,40,DUBOSVILLE
25 RETOUR,41,BAB ALIOUA L10-25(A-B-C-D)
25 RETOUR,42,MONCEF BEY RETOUR
25 RETOUR,43,AVENUE CARTHAGE
15 B,1,JARDIN THAMEUR
15 B,2,SIDI ALOUI
15 B,3,HOPITAL DES ENFANTS
15 B,4,CHARLE NICOLE-ALLER
15 B,5,DARGHOUTH BACHA ALLER
15 B,6,UNIVERSITÉ IBN CHARAF ALLER
15 B,7,STADE MELLASSINE-ALLER
15 B,8,SOUK MELLASSINE-ALLER
15 B,9,CENTRE DE FORMATION ZOUHOUR-ALLER
15 B,10,KHAROUBA-ALLER
15 B,11,OFFICE DE L'HUILE-ALLER
15 B,12,MIZANETTA-ALLER
15 B,13,CASERNE EZZOUHOUR ALLER
15 B,14,TERMINUS 15 B
15 B RETOUR,1,TERMINUS 15 B
15 B RETOUR,2,CASERNE EZZOUHOUR RETOUR
15 B RETOUR,3,MIZANETTA-RETOUR
15 B RETOUR,4,OFFICE DE L'HUILE-RETOUR
15 B RETOUR,5,KHAROUBA-RETOUR
15 B RETOUR,6,CENTRE DE FORMATION ZOUHOUR-RETOUR
15 B RETOUR,7,SOUK MELLASSINE-RETOUR
15 B RETOUR,8,STADE MELLASSINE-RETOUR
15 B RETOUR,9,RABTA
15 B RETOUR,10,CHARLE NICOLE-RETOUR
15 B RETOUR,11,BAB ABDESLEM-RETOUR
15 B RETOUR,12,MOSQUÉE ELBORJ
15 B RETOUR,13,AVENUE MADRID
15 B RETOUR,14,JARDIN THAMEUR
25A,1,AVENUE CARTHAGE
25A,2,DUBOSVILLE
25A,3,CENTRE DE COORDINATION OUARDIA
25A,4,EL AFRANE
25A,5,DJEBEL JELLOUD
25A,6,PROTECTION CIVILE
25A,7,SIDI FATHALLAH1
25A,8,SIDI FATHALLAH2
25A,9,SONED
25A,10,KIOSQUE MOBIL BEN AROUS
25A,11,CENTRE BEN AROUS
25A,12,MUNICIPALITÉ BEN AROUS
25A,13,CENTRE DES HANDICAPÉS
25A,14,CELLULOSE (SILOS)
25A,15,INSTITUT ENNOUR
25A,16,COLLÉGE MOUROUJ 3
25A,17,IMPRIMERIE BOUSLAMA
25A,18,DEPOT BIR EL KASSAA
25A,19,MOUROUJ 3
25A,20,STEG NASSEN
25A,21,CITÉ BELLILE
25A,22,PTT NAASSEN
25A,23,LYCÉE NASSEN
25A,24,CENTRE DE FORMATION AGRICOLE NAASEN
25A,25,TUNISIE PORCELAINE
25A,26,CHEBEDDA 25 A
25A,27,DERBIGUM
25A,28,MOSQUÉE RAHMA
25A,29,BRIQUETERIE TUNISIENNE
25A,30,HUILERIE BEN SAIDAINE
25A,31,FERME GAMMOUDI
25A,32,LYCÉE FOUCHANA
25A,33,ENTRÉE FOUCHANA
25A,34,CAFÉ SABIHA
25A,35,CITÉ ERRIADH FOUCHANA
25A,36,CITÉ EL AMAL
25A RETOUR,1,CITÉ EL AMAL
25A RETOUR,2,CITÉ ERRIADH FOUCHANA
25A RETOUR,3,CAFÉ SABIHA
25A RETOUR,4,ENTRÉE FOUCHANA
25A RETOUR,5,LYCÉE FOUCHANA
25A RETOUR,6,FERME GAMMOUDI
25A RETOUR,7,HUILERIE BEN SAIDAINE
25A RETOUR,8,BRIQUETERIE TUNISIENNE
25A RETOUR,9,MOSQUÉE RAHMA
25A RETOUR,10,DERBIGUM
25A RETOUR,11,CHEBEDDA 25 A
25A RETOUR,12,TUNISIE PORCELAINE
25A RETOUR,13,CENTRE DE FORMATION AGRICOLE NAASEN
25A RETOUR,14,LYCÉE NASSEN
25A RETOUR,15,PTT NAASSEN
25A RETOUR,16,CITÉ BELLILE
25A RETOUR,17,STEG NASSEN
25A RETOUR,18,MOUROUJ 3
25A RETOUR,19,DEPOT BIR EL KASSAA
25A RETOUR,20,IMPRIMERIE BOUSLAMA
25A RETOUR,21,COLLÉGE MOUROUJ 3
25A RETOUR,22,INSTITUT ENNOUR
25A RETOUR,23,CELLULOSE (SILOS)
25A RETOUR,24,ARRÉT JARDIN D'ENFANTS
25A RETOUR,25,CENTRE BEN AROUS
25A RETOUR,26,BNA BEN AROUS
25A RETOUR,27,KIOSQUE MOBIL BEN AROUS
25A RETOUR,28,SONED
25A RETOUR,29,SIDI FATHALLAH1
25A RETOUR,30,PROTECTION CIVILE
25A RETOUR,31,DJEBEL JELLOUD
25A RETOUR,32,EL AFRANE
25A RETOUR,33,CENTRE DE COORDINATION OUARDIA
25A RETOUR,34,DUBOSVILLE
25A RETOUR,35,BAB ALIOUA L10-25(A-B-C-D)
25A RETOUR,36,MONCEF BEY RETOUR
25A RETOUR,37,AVENUE CARTHAGE
25B,1,AVENUE CARTHAGE
25B,2,DUBOSVILLE
25B,3,CENTRE DE COORDINATION OUARDIA
25B,4,EL AFRANE
25B,5,DJEBEL JELLOUD
25B,6,PROTECTION CIVILE
25B,7,SIDI FATHALLAH1
25B,8,SIDI FATHALLAH2
25B,9,SONED
25B,10,KIOSQUE MOBIL BEN AROUS
25B,11,CENTRE BEN AROUS
25B,12,MUNICIPALITÉ BEN AROUS
25B,13,CENTRE DES HANDICAPÉS
25B,14,CELLULOSE (SILOS)
25B,15,INSTITUT ENNOUR
25B,16,COLLÉGE MOUROUJ 3
25B,17,IMPRIMERIE BOUSLAMA
25B,18,DEPOT BIR EL KASSAA
25B,19,CROISEMENT MARCHÉ DE GROS
25B,20,MOUROUJ 3
25B,21,STEG NASSEN
25B,22,CITÉ BELLILE
25B,23,NAASSEN 1
25B,24,NAASSEN 2
25B,25,CITÉ MEKKI
25B,26,FERME AMOR TOUIL
25B,27,CITÉ BOUNAOUARA
25B,28,DOUAR HOUCH
25B,29,TEXTILE
25B,30,CAFÉ REBAI
25B,31,HUILERIE SADIRA
25B,32,FERME VIGNOBLE
25B,33,OUED MELIANE
25B,34,CITÉ BRAIEK
25B,35,KHLÉDIA GARE
25B,36,KHLÉDIA
25B,37,STEG KHLIDIA
25B,38,BIR JEDDID 1
25B,39,BIR JEDDID 2
25B RETOUR,1,BIR JEDDID 2
25B RETOUR,2,BIR JEDDID 1
25B RETOUR,3,STEG KHLIDIA
25B RETOUR,4,KHLÉDIA
25B RETOUR,5,KHLÉDIA GARE
25B RETOUR,6,CITÉ BRAIEK
25B RETOUR,7,OUED MELIANE
25B RETOUR,8,FERME VIGNOBLE
25B RETOUR,9,HUILERIE SADIRA
25B RETOUR,10,CAFÉ REBAI
25B RETOUR,11,TEXTILE
25B RETOUR,12,DOUAR HOUCH
25B RETOUR,13,CITÉ BOUNAOUARA
25B RETOUR,14,FERME AMOR TOUIL
25B RETOUR,15,CITÉ MEKKI
25B RETOUR,16,NAASSEN 2
25B RETOUR,17,NAASSEN 1
25B RETOUR,18,CITÉ BELLILE
25B RETOUR,19,STEG NASSEN
25B RETOUR,20,MOUROUJ 3
25B RETOUR,21,CROISEMENT MARCHÉ DE GROS
25B RETOUR,22,DEPOT BIR EL KASSAA
25B RETOUR,23,IMPRIMERIE BOUSLAMA
25B RETOUR,24,COLLÉGE MOUROUJ 3
25B RETOUR,25,INSTITUT ENNOUR
25B RETOUR,26,CELLULOSE (SILOS)
25B RETOUR,27,CENTRE DES HANDICAPÉS
25B RETOUR,28,ARRÉT JARDIN D'ENFANTS
25B RETOUR,29,CENTRE BEN AROUS
25B RETOUR,30,BNA BEN AROUS
25B RETOUR,31,KIOSQUE MOBIL BEN AROUS
25B RETOUR,32,SONED
25B RETOUR,33,SIDI FATHALLAH1
25B RETOUR,34,PROTECTION CIVILE
25B RETOUR,35,DJEBEL JELLOUD
25B RETOUR,36,EL AFRANE
25B RETOUR,37,CENTRE DE COORDINATION OUARDIA
25B RETOUR,38,DUBOSVILLE
25B RETOUR,39,BAB ALIOUA L10-25(A-B-C-D)
25B RETOUR,40,MONCEF BEY RETOUR
25B RETOUR,41,AVENUE CARTHAGE
25D,1,AVENUE CARTHAGE
25D,2,DUBOSVILLE
25D,3,CENTRE DE COORDINATION OUARDIA
25D,4,EL AFRANE
25D,5,DJEBEL JELLOUD
25D,6,PROTECTION CIVILE
25D,7,SIDI FATHALLAH1
25D,8,SIDI FATHALLAH2
25D,9,SONED
25D,10,KIOSQUE MOBIL BEN AROUS
25D,11,CENTRE BEN AROUS
25D,12,MUNICIPALITÉ BEN AROUS
25D,13,CENTRE DES HANDICAPÉS
25D,14,CELLULOSE (SILOS)
25D,15,INSTITUT ENNOUR
25D,16,COLLÉGE MOUROUJ 3
25D,17,IMPRIMERIE BOUSLAMA
25D,18,DEPOT BIR EL KASSAA
25D,19,MOUROUJ 3
25D,20,STEG NASSEN
25D,21,CITÉ BELLILE
25D,22,NAASSEN 1
25D,23,NAASSEN 2
25D,24,CITÉ MEKKI
25D,25,FERME AMOR TOUIL
25D,26,CITÉ BOUNAOUARA
25D,27,DOUAR HOUCH
25D,28,TEXTILE
25D,29,CAFÉ REBAI
25D,30,HUILERIE SADIRA
25D,31,FERME VIGNOBLE
25D,32,OUED MELIANE
25D,33,CITÉ BRAIEK
25D,34,KHLÉDIA GARE
25D,35,KHLÉDIA
25D,36,STEG KHLIDIA
25D,37,ELKHAROUBA
25D,38,KCHACHMA
25D,39,KONGEL
25D,40,CITÉ SALEM
25D RETOUR,1,CITÉ SALEM
25D RETOUR,2,NATACHA
25D RETOUR,3,L'ANDORRE
25D RETOUR,4,AV BAYREM ETTOUNSI 2
25D RETOUR,5,EP BIR JEDDID
25D RETOUR,6,BIR JEDDID 2
25D RETOUR,7,BIR JEDDID 1
25D RETOUR,8,STEG KHLIDIA
25D RETOUR,9,KHLÉDIA
25D RETOUR,10,KHLÉDIA GARE
25D RETOUR,11,CITÉ BRAIEK
25D RETOUR,12,OUED MELIANE
25D RETOUR,13,FERME VIGNOBLE
25D RETOUR,14,HUILERIE SADIRA
25D RETOUR,15,CAFÉ REBAI
25D RETOUR,16,TEXTILE
25D RETOUR,17,DOUAR HOUCH
25D RETOUR,18,CITÉ BOUNAOUARA
25D RETOUR,19,FERME AMOR TOUIL
25D RETOUR,20,CITÉ MEKKI
25D RETOUR,21,NAASSEN 2
25D RETOUR,22,NAASSEN 1
25D RETOUR,23,CITÉ BELLILE
25D RETOUR,24,STEG NASSEN
25D RETOUR,25,MOUROUJ 3
25D RETOUR,26,DEPOT BIR EL KASSAA
25D RETOUR,27,IMPRIMERIE BOUSLAMA
25D RETOUR,28,COLLÉGE MOUROUJ 3
25D RETOUR,29,INSTITUT ENNOUR
25D RETOUR,30,CELLULOSE (SILOS)
25D RETOUR,31,CENTRE DES HANDICAPÉS
25D RETOUR,32,ARRÉT JARDIN D'ENFANTS
25D RETOUR,33,CENTRE BEN AROUS
25D RETOUR,34,BNA BEN AROUS
25D RETOUR,35,KIOSQUE MOBIL BEN AROUS
25D RETOUR,36,SONED
25D RETOUR,37,SIDI FATHALLAH1
25D RETOUR,38,PROTECTION CIVILE
25D RETOUR,39,DJEBEL JELLOUD
25D RETOUR,40,EL AFRANE
25D RETOUR,41,CENTRE DE COORDINATION OUARDIA
25D RETOUR,42,DUBOSVILLE
25D RETOUR,43,BAB ALIOUA L10-25(A-B-C-D)
25D RETOUR,44,MONCEF BEY RETOUR
25D RETOUR,45,AVENUE CARTHAGE
25C,1,AVENUE CARTHAGE
25C,2,DUBOSVILLE
25C,3,CENTRE DE COORDINATION OUARDIA
25C,4,EL AFRANE
25C,5,DJEBEL JELLOUD
25C,6,PROTECTION CIVILE
25C,7,SIDI FATHALLAH1
25C,8,SIDI FATHALLAH2
25C,9,SONED
25C,10,KIOSQUE MOBIL BEN AROUS
25C,11,CENTRE BEN AROUS
25C,12,MUNICIPALITÉ BEN AROUS
25C,13,CENTRE DES HANDICAPÉS
25C,14,CELLULOSE (SILOS)
25C,15,INSTITUT ENNOUR
25C,16,COLLÉGE MOUROUJ 3
25C,17,IMPRIMERIE BOUSLAMA
25C,18,DEPOT BIR EL KASSAA
25C,19,MOUROUJ 3
25C,20,STEG NASSEN
25C,21,CITÉ BELLILE
25C,22,NAASSEN 1
25C RETOUR,1,NAASSEN 1
25C RETOUR,2,CITÉ BELLILE
25C RETOUR,3,STEG NASSEN
25C RETOUR,4,MOUROUJ 3
25C RETOUR,5,DEPOT BIR EL KASSAA
25C RETOUR,6,IMPRIMERIE BOUSLAMA
25C RETOUR,7,COLLÉGE MOUROUJ 3
25C RETOUR,8,INSTITUT ENNOUR
25C RETOUR,9,CELLULOSE (SILOS)
25C RETOUR,10,CENTRE DES HANDICAPÉS
25C RETOUR,11,ARRÉT JARDIN D'ENFANTS
25C RETOUR,12,CENTRE BEN AROUS
25C RETOUR,13,BNA BEN AROUS
25C RETOUR,14,KIOSQUE MOBIL BEN AROUS
25C RETOUR,15,SONED
25C RETOUR,16,SIDI FATHALLAH1
25C RETOUR,17,PROTECTION CIVILE
25C RETOUR,18,DJEBEL JELLOUD
25C RETOUR,19,EL AFRANE
25C RETOUR,20,CENTRE DE COORDINATION OUARDIA
25C RETOUR,21,DUBOSVILLE
25C RETOUR,22,BAB ALIOUA L10-25(A-B-C-D)
25C RETOUR,23,MONCEF BEY RETOUR
25C RETOUR,24,AVENUE CARTHAGE
29,1,STATION BARCELONE
29,2,DUBOSVILLE
29,3,DÉLÉGATION ELOUARDIA
29,4,HAMMAM BELLEVUE
29,5,CAFÉ EL QUODS
29,6,SALLE DES FÉTES BELLEVUE
29,7,BELLEVUE
29 Retour,1,BELLEVUE
29 Retour,2,SALLE DES FÉTES BELLEVUE
29 Retour,3,CAFÉ EL QUODS
29 Retour,4,HAMMAM BELLEVUE
29 Retour,5,DUBOSVILLE
29 Retour,6,BAB ALIOUA GP1
29 Retour,7,AVENUE DE LA GARE
29 Retour,8,STATION BARCELONE
16B,1,RABATTEMENT KHAIREDDINE MANNOUBA
16B,2,CROISEMENT SANHAJA
16B,3,COOPÉRATIVE CENTRAL
16B,4,CITÉ TORJMEN
16B,5,DOUAR EL BEY
16B,6,POMPAGE
16B,7,ERRIADH
16B,8,ZONE F
16B,9,SAIDA
16B,10,OUED CHAFROU
16B,11,STIL
16B,12,SIDI TALEB 16D
16B,13,STADE EJDAIDA
16B,14,CITÉ RTT
16B,15,EJEDAYDA GARE ALLER
16B,16,HAMMED
16B,17,NOUVELLE HAMMED
16B,18,ECOLE HAMMED
16B,19,DHNIBA
16B,20,PARC MAYANA
16B,21,DEPOT TEBOURBA
16B,22,GARDE NATIONALE TEBOURBA
16B,23,STEG TEBOURBA
16B,24,TERMINUS TEBOURBA
16B Retour,1,TERMINUS TEBOURBA
16B Retour,2,STEG TEBOURBA
16B Retour,3,GARDE NATIONALE TEBOURBA
16B Retour,4,DEPOT TEBOURBA
16B Retour,5,PARC MAYANA
16B Retour,6,DHNIBA
16B Retour,7,ECOLE HAMMED
16B Retour,8,NOUVELLE HAMMED
16B Retour,9,HAMMED
16B Retour,10,DJEDAIDA GARE ALLER
16B Retour,11,CITÉ RTT
16B Retour,12,STADE DJEDAIDA
16B Retour,13,SIDI TALEB 16D
16B Retour,14,STIL
16B Retour,15,OUED CHAFROU
16B Retour,16,SAIDA
16B Retour,17,ZONE F
16B Retour,18,ERRIADH
16B Retour,19,POMPAGE
16B Retour,20,DOUAR EL BEY
16B Retour,21,CITÉ TORJMEN
16B Retour,22,COOPÉRATIVE CENTRAL
16B Retour,23,CROISEMENT SANHAJA
16B Retour,24,RABATTEMENT KHAIREDDINE MANNOUBA
16A,1,BOUDREYA
16A,2,GAALOUL
16A,3,INOPLAST
16A,4,SECTION MANOUBA
16A,5,CASERNE OUED ELIL 1
16A,6,CASERNE OUED ELIL 2
16A,7,CITE MILITAIRE
16A,8,MOEZEYA
16A,9,GARDE NATIONAL OUED ELLIL
16A,10,MOSQUÉE OUED ELLIL
16A,11,CHOCO TOM
16A,12,CITE EL BOSTANE
16A,13,BEJAWA 2
16A,14,DOUAR EL BEY
16A,15,CITÉ TORJMEN
16A,16,CROISEMENT SANHAJA
16A,17,CIMETIÉRE SANHEJA
16A,18,TERMINUS 16A 93
16A Retour,1,TERMINUS 16A 93
16A Retour,2,CIMETIÉRE SANHEJA
16A Retour,3,CROISEMENT SANHAJA
16A Retour,4,CITÉ TORJMEN
16A Retour,5,DOUAR EL BEY
16A Retour,6,BEJAWA 2
16A Retour,7,CITE EL BOSTANE
16A Retour,8,CHOCO TOM
16A Retour,9,MOSQUÉE OUED ELLIL
16A Retour,10,OUED ELLIL
16A Retour,11,MOEZEYA
16A Retour,12,CASERNE OUED ELIL 2
16A Retour,13,CASERNE OUED ELIL 1
16A Retour,14,SECTION MANOUBA
16A Retour,15,INOPLAST
16A Retour,16,GAALOUL
16A Retour,17,BOUDREYA
48,1,RABATTEMENT SLIMEN KAHIA
48,2,ONAS MANOUBA-ALLER
48,3,POSTE POLICE MANOUBA-ALLER
48,4,DAR MOCENNINE-ALLER
48,5,GOUVERNORAT MANOUBA-ALLER
48,6,IBN JAZZAR MANNOUBA ALLER
48,7,BOUDRIA ALLER
48,8,HOPITAL KASSAB ALLER
48,9,MAGAZIN CARREFOUR
48,10,MESS DES OFFICIERS
48,11,CAFÉ LA PAIX
48,12,ETTADHAMEN
48,13,NOGRA
48,14,INTILAKA
48,15,LYCEE CITE ERRAFEHA
48,16,CITÉ ERRAFEHA
48,17,BIR MNIHLA
48,18,ROUTE ELBASATINE
48,19,CAFÉ SIRINE
48,20,USINE LAZREG
48,21,TERMINUS CITÉ ELBASATINE
48 Retour,1,TERMINUS CITÉ ELBASATINE
48 Retour,2,USINE LAZREG
48 Retour,3,CAFÉ SIRINE
48 Retour,4,ROUTE ELBASATINE
48 Retour,5,BIR MNIHLA
48 Retour,6,CITÉ ERRAFEHA
48 Retour,7,LYCEE CITE ERRAFEHA
48 Retour,8,INTILAKA
48 Retour,9,NOGRA
48 Retour,10,ETTADHAMEN
48 Retour,11,CAFÉ LA PAIX
48 Retour,12,MESS DES OFFICIERS
48 Retour,13,MAGAZIN CARREFOUR
48 Retour,14,HOPITAL KASSAB RETOUR
48 Retour,15,BOUDRIA RETOUR
48 Retour,16,IBN JAZZAR MANNOUBA RETOUR
48 Retour,17,DAR MOCENNINE-RETOUR
48 Retour,18,POSTE POLICE MANOUBA-RETOUR
48 Retour,19,ONAS MANOUBA-RETOUR
48 Retour,20,RABATTEMENT SLIMEN KAHIA
44D,1,DEPOT CHARGUIA
44D,2,CHARGUIA 2
44D,3,LES ABATTOIRS
44D,4,PLACE SALA CENTRE
44D,5,ARRÉT BAB HADID
44D,6,MAGRO
44D,7,HOPITAL MAHMOUD MATRI
44D,8,TOUBEN 2
44D,9,CROISEMENT RIADH ANDALOUS
44D,10,CITÉ EL GHAZELA
44D,11,USINE DE CARRELAGE
44D,12,CITÉ POPULAIRE ENNAHLI
44D,13,CARRIÉRE NAHLI
44D,14,NAHLI 3
44D,15,GEANT
44D,16,KIOSQUE AGILE
44D,17,SABALET BEN AMAR
44D,18,MTHALITH
44D,19,FRECHICH
44D,20,SANAD
44D,21,MAKFOUFINE 1
44D,22,MAKFOUFINE 2
44D,23,MREZGEYA
44D,24,LYCÉE SIDI THABET
44D,25,MÉDECINE VÉTÉRINAIRE
44D,26,SIDI THABET CENTRE
44D,27,INPFCA
44D,28,MBARKA 1
44D,29,GARDE NATIONAL MBARKA
44D,30,FERME 2
44D,31,GOUEZINE 2
44D,32,FERME ELGOUEZINE
44D,33,ECOLE PRIMAIRE GOUEZINE
44D,34,GOUEZINE 1
44D,35,BEJAWA 3
44D,36,BEJAWA 2
44D,37,BEJAWA
44D,38,ECOLE PRIMAIRE
44D,39,CITE EL BOSTANE
44D,40,CHOCO TOM
44D,41,MOSQUÉE OUED ELLIL
44D RETOUR,1,MOSQUÉE OUED ELLIL
44D RETOUR,2,CHOCO TOM
44D RETOUR,3,CITE EL BOSTANE
44D RETOUR,4,ECOLE PRIMAIRE
44D RETOUR,5,BEJAWA
44D RETOUR,6,BEJAWA 2
44D RETOUR,7,BEJAWA 3
44D RETOUR,8,GOUEZINE 1
44D RETOUR,9,ECOLE PRIMAIRE GOUEZINE
44D RETOUR,10,FERME ELGOUEZINE
44D RETOUR,11,GOUEZINE 2
44D RETOUR,12,FERME 2
44D RETOUR,13,GARDE NATIONAL MBARKA
44D RETOUR,14,MBARKA 1
44D RETOUR,15,INPFCA
44D RETOUR,16,SIDI THABET CENTRE
44D RETOUR,17,MÉDECINE VÉTÉRINAIRE
44D RETOUR,18,LYCÉE SIDI THABET
44D RETOUR,19,MREZGEYA
44D RETOUR,20,MAKFOUFINE 2
44D RETOUR,21,MAKFOUFINE 1
44D RETOUR,22,SANAD
44D RETOUR,23,FRECHICH
44D RETOUR,24,MTHALITH
44D RETOUR,25,EL MACHTA
44D RETOUR,26,SABALET BEN AMAR
44D RETOUR,27,KIOSQUE AGILE
44D RETOUR,28,GEANT
44D RETOUR,29,NAHLI 3
44D RETOUR,30,CARRIÉRE NAHLI
44D RETOUR,31,CITÉ POPULAIRE ENNAHLI
44D RETOUR,32,USINE DE CARRELAGE
44D RETOUR,33,CITÉ EL GHAZELA
44D RETOUR,34,CROISEMENT RIADH ANDALOUS
44D RETOUR,35,TOUBEN 2
44D RETOUR,36,HOPITAL MAHMOUD MATRI
44D RETOUR,37,MAGRO
44D RETOUR,38,ARRÉT BAB HADID
44D RETOUR,39,PLACE SALA CENTRE
44D RETOUR,40,LES ABATTOIRS
44D RETOUR,41,CHARGUIA 2
44D RETOUR,42,DEPOT CHARGUIA
44D/,1,DEPOT CHARGUIA
44D/,2,CHARGUIA 2
44D/,3,LES ABATTOIRS
44D/,4,PLACE SALA CENTRE
44D/,5,ARRÉT BAB HADID
44D/,6,MAGRO
44D/,7,HOPITAL MAHMOUD MATRI
44D/,8,TOUBEN 2
44D/,9,CROISEMENT RIADH ANDALOUS
44D/,10,CITÉ EL GHAZELA
44D/,11,USINE DE CARRELAGE
44D/,12,CITÉ POPULAIRE ENNAHLI
44D/,13,CARRIÉRE NAHLI
44D/,14,NAHLI 3
44D/,15,GEANT
44D/,16,KIOSQUE AGILE
44D/,17,SABALET BEN AMAR
44D/,18,MTHALITH
44D/,19,FRECHICH
44D/,20,SANAD
44D/,21,MAKFOUFINE 1
44D/,22,MAKFOUFINE 2
44D/,23,MREZGEYA
44D/,24,LYCÉE SIDI THABET
44D/,25,MÉDECINE VÉTÉRINAIRE
44D/,26,SIDI THABET CENTRE
44D/,27,INPFCA
44D/,28,MBARKA 1
44D/,29,CITE MONJI SLIM
44D/,30,CITÉ MONJI SLIM TERMINUS 44B 44D/
44D/ Retour,1,CITÉ MONJI SLIM TERMINUS 44B 44D/
44D/ Retour,2,CITE MONJI SLIM
44D/ Retour,3,MBARKA 1
44D/ Retour,4,INPFCA
44D/ Retour,5,SIDI THABET CENTRE
44D/ Retour,6,MÉDECINE VÉTÉRINAIRE
44D/ Retour,7,LYCÉE SIDI THABET
44D/ Retour,8,MREZGEYA
44D/ Retour,9,MAKFOUFINE 2
44D/ Retour,10,MAKFOUFINE 1
44D/ Retour,11,SANAD
44D/ Retour,12,FRECHICH
44D/ Retour,13,MTHALITH
44D/ Retour,14,SABALET BEN AMAR
44D/ Retour,15,KIOSQUE AGILE
44D/ Retour,16,GEANT
44D/ Retour,17,NAHLI 3
44D/ Retour,18,CARRIÉRE NAHLI
44D/ Retour,19,CITÉ POPULAIRE ENNAHLI
44D/ Retour,20,USINE DE CARRELAGE
44D/ Retour,21,CITÉ EL GHAZELA
44D/ Retour,22,CROISEMENT RIADH ANDALOUS
44D/ Retour,23,TOUBEN 2
44D/ Retour,24,HOPITAL MAHMOUD MATRI
44D/ Retour,25,MAGRO
44D/ Retour,26,ARRÉT BAB HADID
44D/ Retour,27,PLACE SALA CENTRE
44D/ Retour,28,LES ABATTOIRS
44D/ Retour,29,CHARGUIA 2
44D/ Retour,30,DEPOT CHARGUIA
26,1,STATION BARCELONE
26,2,DUBOSVILLE
26,3,CENTRE DE COORDINATION OUARDIA
26,4,EL AFRANE
26,5,DJEBEL JELLOUD
26,6,PROTECTION CIVILE
26,7,SIDI FATHALLAH1
26,8,SIDI FATHALLAH2
26,9,SONED
26,10,KIOSQUE MOBIL BEN AROUS
26,11,CENTRE BEN AROUS
26,12,BATA
26,13,CROISEMENT YASMINET ROUTE MOURNEG
26,14,YASMINET CENTRE
26,15,CAFÉ YASMINET
26,16,SIDI MOSBAH
26,17,HOPITAL RÉGIONAL YESMINET
26,18,FRIGO HADJ SALEH
26,19,BOUJERDGA
26,20,TOUATI
26,21,DZIRI
26,22,BOUCHERIE EZZAOUIA
26,23,EZZAOUIA MORNAG
26,24,BIR EZZANGA
26,25,SOMAG
26,26,CITÉ JABER
26,27,DOUKALI
26,28,POSTE POLICE MORNAG
